T: 3441446121,H: 06 00   ,D: 07 d0 07 d0 00 00 66 41   ,CH: 05
T: 3441546122,H: 06 00   ,D: 07 d0 07 d0 00 00 66 41   ,CH: 05
T: 3441646124,H: 06 00   ,D: 07 d0 07 d0 00 00 66 41   ,CH: 05
T: 3441746126,H: 06 00   ,D: 07 d0 07 d0 00 00 66 41   ,CH: 05
T: 3441846128,H: 06 00   ,D: 07 d0 07 d0 00 00 66 41   ,CH: 05
T: 3442246133,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3442346134,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3442446136,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3442546138,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3442646139,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3442746142,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3443246148,H: 06 00   ,D: 07 d0 07 d0 01 00 66 41   ,CH: 05
T: 3442146131,H: 06 00   ,D: 07 d0 07 d0 11 00 66 41   ,CH: 05
T: 3443546153,H: 06 00   ,D: 07 d0 07 d0 21 00 66 41   ,CH: 05
T: 3444046161,H: 06 00   ,D: 07 d0 07 d0 21 00 66 41   ,CH: 05
T: 3452746296,H: 06 00   ,D: 07 d0 07 d0 21 00 66 41   ,CH: 05
T: 3454246320,H: 06 00   ,D: 07 d0 07 d0 21 00 66 41   ,CH: 05
T: 3454946330,H: 06 00   ,D: 07 d0 07 d0 21 00 66 41   ,CH: 05
T: 3454146318,H: 06 00   ,D: 07 d0 07 d0 31 00 66 41   ,CH: 05
T: 3451446276,H: 06 00   ,D: 07 d0 07 d0 41 00 66 41   ,CH: 05
T: 3445646186,H: 06 00   ,D: 07 d0 07 d0 51 00 66 41   ,CH: 05
T: 3445046176,H: 06 00   ,D: 07 d0 07 d0 61 00 66 41   ,CH: 05
T: 3448046223,H: 06 00   ,D: 07 d0 07 d0 61 00 66 41   ,CH: 05
T: 3452546293,H: 06 00   ,D: 07 d0 07 d0 61 00 66 41   ,CH: 05
T: 3454746327,H: 06 00   ,D: 07 d0 07 d0 61 00 66 41   ,CH: 05
T: 3445946190,H: 06 00   ,D: 07 d0 07 d0 71 00 66 41   ,CH: 05
T: 3447346213,H: 06 00   ,D: 07 d0 07 d0 81 00 66 41   ,CH: 05
T: 3444346165,H: 06 00   ,D: 07 d0 07 d0 91 00 66 41   ,CH: 05
T: 3449446245,H: 06 00   ,D: 07 d0 07 d0 a1 00 66 41   ,CH: 05
T: 3453346305,H: 06 00   ,D: 07 d0 07 d0 a1 00 66 41   ,CH: 05
T: 3442846142,H: 06 00   ,D: 07 d0 07 d0 b1 00 66 41   ,CH: 05
T: 3442946144,H: 06 00   ,D: 07 d0 07 d0 b1 00 66 41   ,CH: 05
T: 3443746156,H: 06 00   ,D: 07 d0 07 d0 d1 00 66 41   ,CH: 05
T: 3444546168,H: 06 00   ,D: 07 d0 07 d0 d1 00 66 41   ,CH: 05
T: 3453546308,H: 06 00   ,D: 07 d0 07 d0 e1 00 66 41   ,CH: 05
T: 3445846189,H: 06 00   ,D: 07 d0 07 d1 01 00 66 41   ,CH: 05
T: 3447146208,H: 06 00   ,D: 07 d0 07 d1 11 00 66 41   ,CH: 05
T: 3450546261,H: 06 00   ,D: 07 d0 07 d1 11 00 66 41   ,CH: 05
T: 3444846173,H: 06 00   ,D: 07 d0 07 d1 21 00 66 41   ,CH: 05
T: 3447246211,H: 06 00   ,D: 07 d0 07 d1 b1 00 66 41   ,CH: 05
T: 3449846251,H: 06 00   ,D: 07 d0 07 d1 b1 00 66 41   ,CH: 05
T: 3449946253,H: 06 00   ,D: 07 d0 07 d1 b1 00 66 41   ,CH: 05
T: 3448646232,H: 06 00   ,D: 07 d0 07 d1 d1 00 66 41   ,CH: 05
T: 3443646155,H: 06 00   ,D: 07 d0 07 d1 f1 00 66 41   ,CH: 05
T: 3445146178,H: 06 00   ,D: 07 d0 07 d1 f1 00 66 41   ,CH: 05
T: 3443446151,H: 06 00   ,D: 07 d0 07 d2 11 00 66 41   ,CH: 05
T: 3450946268,H: 06 00   ,D: 07 d0 07 d2 11 00 66 41   ,CH: 05
T: 3447846220,H: 06 00   ,D: 07 d0 07 d2 21 00 66 41   ,CH: 05
T: 3449146240,H: 06 00   ,D: 07 d0 07 d2 21 00 66 41   ,CH: 05
T: 3443846157,H: 06 00   ,D: 07 d0 07 d2 31 00 66 41   ,CH: 05
T: 3443946159,H: 06 00   ,D: 07 d0 07 d2 51 00 66 41   ,CH: 05
T: 3444446167,H: 06 00   ,D: 07 d0 07 d2 51 00 66 41   ,CH: 05
T: 3453446307,H: 06 00   ,D: 07 d0 07 d2 51 00 66 41   ,CH: 05
T: 3454846328,H: 06 00   ,D: 07 d0 07 d2 51 00 66 41   ,CH: 05
T: 3443146146,H: 06 00   ,D: 07 d0 07 d2 61 00 66 41   ,CH: 05
T: 3446046191,H: 06 00   ,D: 07 d0 07 d2 61 00 66 41   ,CH: 05
T: 3445546184,H: 06 00   ,D: 07 d0 07 d2 91 00 66 41   ,CH: 05
T: 3448346227,H: 06 00   ,D: 07 d0 07 d2 b1 00 66 41   ,CH: 05
T: 3451546277,H: 06 00   ,D: 07 d0 07 d2 b1 00 66 41   ,CH: 05
T: 3443046145,H: 06 00   ,D: 07 d0 07 d3 21 00 66 41   ,CH: 05
T: 3448146224,H: 06 00   ,D: 07 d0 07 d3 31 00 66 41   ,CH: 05
T: 3449546246,H: 06 00   ,D: 07 d0 07 d3 41 00 66 41   ,CH: 05
T: 3452046285,H: 06 00   ,D: 07 d0 07 d3 51 00 66 41   ,CH: 05
T: 3451146271,H: 06 00   ,D: 07 d0 07 d3 61 00 66 41   ,CH: 05
T: 3444246164,H: 06 00   ,D: 07 d0 07 d3 91 00 66 41   ,CH: 05
T: 3445746187,H: 06 00   ,D: 07 d0 07 d3 91 00 66 41   ,CH: 05
T: 3453246304,H: 06 00   ,D: 07 d0 07 d4 41 00 66 41   ,CH: 05
T: 3444146162,H: 06 00   ,D: 07 d1 07 d3 51 00 66 41   ,CH: 05
T: 3450346258,H: 06 00   ,D: 07 d1 07 d3 b1 00 66 41   ,CH: 05
T: 3445346181,H: 06 00   ,D: 07 d1 07 d4 a1 00 66 41   ,CH: 05
T: 3448846236,H: 06 00   ,D: 07 d1 07 d4 a1 00 66 41   ,CH: 05
T: 3450646263,H: 06 00   ,D: 07 d1 07 d4 b1 00 66 41   ,CH: 05
T: 3452146287,H: 06 00   ,D: 07 d1 07 d5 61 00 66 41   ,CH: 05
T: 3453946314,H: 06 00   ,D: 07 d1 07 d5 61 00 66 41   ,CH: 05
T: 3447746219,H: 06 00   ,D: 07 d1 07 d5 81 00 66 41   ,CH: 05
